,id,studentID,task_id,query,score,content,time_stamp,target,session_id,query_order,query_len,session_end,query_dwell_time,BEGIN_SEARCH_count,JUMP_IN_count,MOUSE_MOVE_count,JUMP_OUT_count,QUERY_REFORM_count,HOVER_count,CLICK_count,SCROLL_count,OVER_count,SEARCH_END_count,GOTO_PAGE_count,clicked_doc_count,query_relevance_count,query_key_count,task_relevance_count,task_key_count,query_nDCG3,query_nDCG5,query_nDCG10,task_nDCG3,task_nDCG5,task_nDCG10,query_precision3,query_precision5,query_precision10,task_precision3,task_precision5,task_precision10,num_of_click3,ave_query_relevant_score,ave_task_relevant_score,last_query,new_unique_query_terms_num,query_similarity,click_precision_query,click_precision_task,num_of_click5,num_of_click10,click_depth
10,169,1701110210,3, 清华西门 死飞公园,2,TIMESTAMP=1513062328951	USER=1701110210	TASK=3	QUERY= 清华西门 死飞公园	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2,1513062328951,0,59,3,10,0,136490.0,1,6,126,5,1,14,3,146,0,0,0,2,1,1,1,1,0.5419421294800271,0.7068547432948483,0.8237345400753968,0.3367719591149893,0.5142593157960005,0.6878773614350309,0.3333333333333333,0.4,0.7,0.6666666666666666,0.6,0.7,1,1.0,1.0, 死飞自行车,0.5,0.25,0.5,0.5,1,1,7.0
11,170,1701110210,3, 死飞 报价,2,TIMESTAMP=1513062472916	USER=1701110210	TASK=3	QUERY= 死飞 报价	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2,1513062472916,0,59,4,6,0,133388.0,1,3,88,3,1,14,3,87,0,0,0,1,1,1,1,1,0.8659203639934981,0.8281227542004856,0.9616277844869036,0.8659203639934981,0.8281227542004856,0.9563144936607368,1.0,1.0,1.0,1.0,1.0,1.0,0,3.0,3.0, 清华西门 死飞公园,0.18181818181818182,0.2727272727272727,1.0,1.0,0,0,0.0
12,171,1701110210,3, 死飞实体店 中关村,2,TIMESTAMP=1513062518950	USER=1701110210	TASK=3	QUERY= 死飞实体店 中关村	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2,1513062518950,0,59,5,10,1,33941.0,1,1,41,1,0,2,1,63,1,0,0,1,1,0,1,0,0.3972381424089924,0.44308475076708537,0.6831001798541703,0.24239753398612746,0.28778265950359994,0.6254489261995949,1.0,1.0,1.0,1.0,0.8,0.9,0,1.0,1.0, 死飞 报价,0.5454545454545454,0.2727272727272727,1.0,1.0,0,1,6.0
13,181,1701110210,4, 国际航班 行李 规定,5,TIMESTAMP=1513065058237	USER=1701110210	TASK=4	QUERY= 国际航班 行李 规定	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513065058237,1,62,1,11,0,112538.0,1,5,78,5,1,12,4,31,0,0,0,4,4,3,4,4,1.0,0.7227265726449517,0.9424720919083772,1.0,0.7227265726449517,0.9335534987685052,1.0,0.6,0.8,1.0,0.6,0.8,1,2.5,2.5,,1.0,0.0,1.0,1.0,2,1,8.0
14,182,1701110210,4, 国际航班 行李 必须手提,4,TIMESTAMP=1513065196727	USER=1701110210	TASK=4	QUERY= 国际航班 行李 必须手提	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513065196727,1,62,2,13,0,129657.0,1,1,67,1,1,2,1,181,0,0,0,1,1,1,1,1,0.7988805459902472,0.8546456263113072,0.9551013682190198,0.8659203639934981,0.7906355891969594,0.9440100520876769,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,3.0, 国际航班 行李 规定,0.3076923076923077,0.5384615384615384,1.0,1.0,1,0,1.0
15,183,1701110210,4, 国际航班 行李 必须托运,4,TIMESTAMP=1513065287254	USER=1701110210	TASK=4	QUERY= 国际航班 行李 必须托运	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513065287254,1,62,3,13,0,73465.0,1,6,150,6,1,10,3,80,0,0,0,2,2,2,2,2,0.7988805459902472,0.6669898021133972,0.9100526518775964,0.3966416379707417,0.4322471989587919,0.7213469237581727,1.0,1.0,0.9,1.0,1.0,0.9,0,3.0,2.5, 国际航班 行李 必须手提,0.15384615384615385,0.6923076923076923,1.0,1.0,0,1,6.0
16,184,1701110210,4, 国际航班 行李 必须随身携带,5,TIMESTAMP=1513065341065	USER=1701110210	TASK=4	QUERY= 国际航班 行李 必须随身携带	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513065341065,1,62,4,15,1,41498.0,1,2,52,2,0,2,1,131,1,0,0,1,1,1,1,1,0.7988805459902472,0.7294441835889874,0.9228073030730162,0.6296908825811813,0.7214788381511471,0.8916707136958493,1.0,1.0,1.0,1.0,1.0,1.0,0,2.0,2.0, 国际航班 行李 必须托运,0.26666666666666666,0.6,1.0,1.0,0,1,6.0
17,178,1701110210,7, 戒烟好处,5,TIMESTAMP=1513064561097	USER=1701110210	TASK=7	QUERY= 戒烟好处	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513064561097,1,61,1,5,0,37450.0,1,4,72,4,1,4,2,77,0,0,0,2,2,2,2,2,0.8308103365909342,0.8777221344374128,0.9502835842009296,0.7462155048864013,0.8165832016561192,0.9247403154446284,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,3.0,,1.0,0.0,1.0,1.0,1,0,2.0
18,179,1701110210,7, 戒烟副作用,5,TIMESTAMP=1513064601131	USER=1701110210	TASK=7	QUERY= 戒烟副作用	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513064601131,1,61,2,6,0,30957.0,1,3,92,3,1,14,3,95,0,0,0,3,3,2,3,2,0.7988805459902472,0.8093305692675814,0.9422937247019012,0.7988805459902472,0.7673237603854024,0.9307719001920528,1.0,1.0,1.0,1.0,1.0,1.0,2,2.3333333333333335,2.3333333333333335, 戒烟好处,0.375,0.375,1.0,1.0,2,1,6.0
19,180,1701110210,7,有效的戒烟方式,5,TIMESTAMP=1513064652266	USER=1701110210	TASK=7	QUERY=有效的戒烟方式	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513064652266,1,61,3,7,1,29369.0,1,4,95,4,0,14,4,111,1,0,0,4,4,3,4,3,0.8659203639934981,0.8196294557259916,0.9544739224959444,0.8659203639934981,0.8196294557259916,0.9544739224959444,1.0,1.0,1.0,1.0,1.0,1.0,0,2.5,2.5, 戒烟副作用,0.45454545454545453,0.18181818181818182,1.0,1.0,1,2,9.0
20,147,1701110210,8, 谷歌眼镜 功能 使用方式 售价,4,TIMESTAMP=1513057131341	USER=1701110210	TASK=8	QUERY= 谷歌眼镜 功能 使用方式 售价	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513057131341,1,54,1,16,1,490462.0,1,4,105,4,0,10,3,55,1,0,0,3,3,3,3,3,0.7988805459902472,0.8272794429869119,0.9439477298423392,1.0,0.8747985572776801,0.9699751955796382,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,3.0,,1.0,0.0,1.0,1.0,1,1,6.0
21,190,1701110210,10, 国内和香港的iphone6的售价,5,TIMESTAMP=1513066286770	USER=1701110210	TASK=10	QUERY= 国内和香港的iphone6的售价	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513066286770,1,64,1,17,0,70723.0,1,2,70,2,1,4,1,55,0,0,0,1,1,1,1,1,1.0,0.9165323715184532,0.9666479609622199,1.0,0.9908183105074706,0.9861510888534766,1.0,1.0,0.8,1.0,1.0,0.8,1,3.0,3.0,,1.0,0.0,1.0,1.0,1,0,1.0
22,191,1701110210,10,iphone6香港官网,2,TIMESTAMP=1513066356060	USER=1701110210	TASK=10	QUERY=iphone6香港官网	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2,1513066356060,0,64,2,11,0,57500.0,1,3,108,3,1,8,2,94,0,0,0,2,2,0,2,1,0.6298989693877386,0.7353093992231322,0.751754598673617,0.5692897379691039,0.6291912933585244,0.7598888227331682,1.0,1.0,0.8,1.0,1.0,0.9,1,1.0,1.5, 国内和香港的iphone6的售价,0.1111111111111111,0.5,1.0,1.0,2,0,5.0
23,192,1701110210,10,如何在香港购买iphone,5,TIMESTAMP=1513066411296	USER=1701110210	TASK=10	QUERY=如何在香港购买iphone	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513066411296,1,64,3,13,0,46214.0,1,2,31,2,1,4,1,0,0,0,0,1,1,1,1,1,1.0,1.0,0.9813252571728432,1.0,1.0,0.9813252571728432,1.0,1.0,0.9,1.0,1.0,0.9,0,3.0,3.0,iphone6香港官网,0.3125,0.5,1.0,1.0,0,0,0.0
24,193,1701110210,10,把iphone带回国内是否需要缴纳关税,5,TIMESTAMP=1513066460657	USER=1701110210	TASK=10	QUERY=把iphone带回国内是否需要缴纳关税	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513066460657,1,64,4,19,0,36223.0,1,3,57,3,1,8,2,147,0,0,0,2,1,1,1,1,0.8308103365909342,0.8777221344374128,0.9429059907515912,0.8308103365909342,0.8777221344374128,0.9413804875766016,1.0,1.0,1.0,1.0,1.0,1.0,1,1.5,1.5,如何在香港购买iphone,0.5,0.23076923076923078,0.5,0.5,1,0,3.0
25,194,1701110210,10,把iphone6带回国内是否需要缴纳关税,5,TIMESTAMP=1513066540137	USER=1701110210	TASK=10	QUERY=把iphone6带回国内是否需要缴纳关税	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513066540137,1,64,5,20,0,69706.0,1,2,112,2,1,4,1,121,0,0,0,1,1,1,1,1,0.1088186939233405,0.2789733419270386,0.6122307379766211,0.08755692556326254,0.3338471537038681,0.6123637569982795,0.6666666666666666,0.8,0.9,0.6666666666666666,0.8,0.9,0,3.0,3.0,把iphone带回国内是否需要缴纳关税,0.05,0.95,1.0,1.0,0,1,6.0
26,195,1701110210,10,港版iphone是否支持国内运营商网络,5,TIMESTAMP=1513066599596	USER=1701110210	TASK=10	QUERY=港版iphone是否支持国内运营商网络	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513066599596,1,64,6,19,1,46253.0,1,4,78,4,0,22,3,75,1,0,0,3,3,2,3,2,0.4285714285714286,0.6084417613470554,0.7411442444321825,0.5626510645779306,0.7235887993557807,0.8162358898490719,1.0,1.0,0.9,1.0,1.0,0.9,2,2.3333333333333335,2.0,把iphone6带回国内是否需要缴纳关税,0.3103448275862069,0.3448275862068966,1.0,1.0,3,0,5.0
27,187,1701110210,11, 清华大学游泳馆,1,TIMESTAMP=1513065863200	USER=1701110210	TASK=11	QUERY= 清华大学游泳馆	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513065863200,0,63,1,8,0,15221.0,3,1,35,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,1.0,0.0,0.0,0.0,0,0,29.0
28,188,1701110210,11, 清华游泳馆,5,TIMESTAMP=1513065930389	USER=1701110210	TASK=11	QUERY= 清华游泳馆	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513065930389,1,63,2,6,0,55017.0,1,1,59,1,1,6,1,36,0,0,0,1,1,1,1,1,0.6967307005844323,0.7087563050305724,0.8901204682595263,0.6967307005844323,0.6861981125422,0.8827596806725599,1.0,1.0,0.9,1.0,0.8,0.8,0,3.0,3.0, 清华大学游泳馆,0.0,0.75,1.0,1.0,0,0,0.0
29,189,1701110210,11, 清华游泳馆地址,5,TIMESTAMP=1513065975203	USER=1701110210	TASK=11	QUERY= 清华游泳馆地址	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513065975203,1,63,3,8,1,33815.0,1,1,85,1,0,4,1,89,1,0,0,1,1,1,1,1,0.5977610919804944,0.7667800750091857,0.8439048486602699,0.8659203639934981,0.8952429981827416,0.9533570675673678,1.0,1.0,0.9,1.0,1.0,0.9,1,3.0,3.0, 清华游泳馆,0.25,0.75,1.0,1.0,1,0,3.0
30,161,1701110210,12, 辽宁舰,2,TIMESTAMP=1513060718523	USER=1701110210	TASK=12	QUERY= 辽宁舰	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2,1513060718523,0,58,1,4,0,29987.0,3,2,92,2,3,8,2,102,0,0,0,1,1,1,1,1,0.22745197456167585,0.44165901337133495,0.7151156351109268,0.3333333333333333,0.6356886688686927,0.7622526282136137,1.0,1.0,1.0,1.0,1.0,0.9,0,3.0,2.0,,1.0,0.0,1.0,1.0,0,0,0.0
31,162,1701110210,12, 辽宁舰 互动百科,1,TIMESTAMP=1513060759866	USER=1701110210	TASK=12	QUERY= 辽宁舰 互动百科	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513060759866,0,58,2,9,0,26173.0,1,0,86,0,1,4,0,121,0,0,0,0,0,0,0,0,0.8789618730340989,0.8989584458539029,0.9624915135356508,0.7262287617954056,0.8368826909859715,0.9028747944464374,0.6666666666666666,0.8,0.6,0.3333333333333333,0.6,0.4,0,0.0,0.0, 辽宁舰,0.5,0.5,0.0,0.0,0,0,29.0
32,163,1701110210,12, 中国辽宁舰 百科,1,TIMESTAMP=1513060804568	USER=1701110210	TASK=12	QUERY= 中国辽宁舰 百科	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513060804568,0,58,3,9,0,25608.0,1,0,71,0,1,2,0,72,0,0,0,0,0,0,0,0,0.5158474921363961,0.5958337834156116,0.6678172389824201,0.5307212739772434,0.6096199500078984,0.7486761295186739,0.6666666666666666,0.8,0.8333333333333334,0.6666666666666666,0.6,0.6666666666666666,0,0.0,0.0, 辽宁舰 互动百科,0.2,0.6,0.0,0.0,0,0,29.0
33,164,1701110210,12, 辽宁舰 百科,4,TIMESTAMP=1513060967063	USER=1701110210	TASK=12	QUERY= 辽宁舰 百科	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513060967063,1,58,4,7,0,424603.0,2,4,83,4,1,11,4,107,0,1,0,3,1,1,1,1,0.8026120593560899,0.7652619595605827,0.9055500331049412,0.7039180890341348,0.624105567784388,0.8509936202616241,1.0,0.8,0.7777777777777778,0.6666666666666666,0.4,0.5555555555555556,1,3.0,2.0, 中国辽宁舰 百科,0.0,0.75,0.3333333333333333,0.3333333333333333,1,1,7.0
34,165,1701110210,12, 辽宁舰  相对其他国家 优劣势,1,TIMESTAMP=1513061133994	USER=1701110210	TASK=12	QUERY= 辽宁舰  相对其他国家 优劣势	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513061133994,0,58,5,16,0,139337.0,1,2,95,2,1,2,1,95,0,0,0,1,1,0,1,0,0.7452525342261977,0.7452525342261977,0.8896406546730602,0.7452525342261977,0.7452525342261977,0.8896406546730602,0.3333333333333333,0.2,0.3,0.3333333333333333,0.2,0.3,0,1.0,1.0, 辽宁舰 百科,0.6,0.26666666666666666,1.0,1.0,1,0,5.0
35,166,1701110210,12, 辽宁舰  其他国家 对比,4,TIMESTAMP=1513061188049	USER=1701110210	TASK=12	QUERY= 辽宁舰  其他国家 对比	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513061188049,1,58,6,13,1,33364.0,1,2,71,2,0,4,1,36,1,0,0,1,1,1,1,1,0.9037794402528602,0.9413958723635834,0.9720194624125092,1.0,1.0,1.0,1.0,0.8,0.8571428571428571,1.0,1.0,1.0,0,3.0,3.0, 辽宁舰  相对其他国家 优劣势,0.07142857142857142,0.6428571428571429,1.0,1.0,0,0,0.0
36,919,2012012180,1, 公司 破冰,1,TIMESTAMP=1513408610723	USER=2012012180	TASK=1	QUERY= 公司 破冰	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513408610723,0,267,1,6,0,77693.0,3,0,74,0,2,10,0,0,1,0,0,0,0,0,0,0,0.33333333333333337,0.3445321042029461,0.6167269492161996,0.6309297535714574,0.6309297535714574,0.6309297535714574,1.0,0.8,0.8,0.3333333333333333,0.2,0.1,0,0.0,0.0,,1.0,0.0,0.0,0.0,0,0,29.0
37,924,2012012180,1, 公司 破冰游戏,4,TIMESTAMP=1513408758656	USER=2012012180	TASK=1	QUERY= 公司 破冰游戏	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513408758656,1,267,2,8,1,104165.0,1,4,58,4,0,14,3,33,1,0,0,3,3,3,3,2,1.0,0.9165323715184532,0.9815180500610462,0.8308103365909342,0.8027478044303603,0.9396772383657088,1.0,1.0,1.0,1.0,1.0,1.0,2,2.6666666666666665,2.3333333333333335, 公司 破冰,0.2857142857142857,0.7142857142857143,1.0,1.0,2,0,2.0
38,884,2012012180,2, 北京 蜂窝网,1,TIMESTAMP=1513406237387	USER=2012012180	TASK=2	QUERY= 北京 蜂窝网	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513406237387,0,261,1,7,0,24069.0,2,0,55,0,1,8,0,61,0,0,1,0,0,0,0,0,0.5158474921363961,0.5176573656780944,0.7711851354962848,0.2346393630113783,0.19519002499605087,0.5613130440460515,1.0,0.8,0.9,0.3333333333333333,0.2,0.4,0,0.0,0.0,,1.0,0.0,0.0,0.0,0,0,29.0
39,899,2012012180,2, 北京周边游,3,TIMESTAMP=1513406966043	USER=2012012180	TASK=2	QUERY= 北京周边游	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513406966043,0,261,2,6,1,701420.0,1,7,146,7,0,20,4,58,1,0,0,4,4,4,4,3,0.6967307005844323,0.6727361450129912,0.8713588715041273,0.5188972012643011,0.5204065827992201,0.7536112852358168,1.0,0.8,0.8,1.0,0.8,0.8,2,2.5,2.25, 北京 蜂窝网,0.3333333333333333,0.3333333333333333,1.0,1.0,2,1,7.0
40,862,2012012180,3, 死飞 清华,4,TIMESTAMP=1513403967836	USER=2012012180	TASK=3	QUERY= 死飞 清华	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513403967836,1,255,1,6,0,89617.0,1,2,52,2,1,10,2,96,0,0,0,2,2,1,2,1,1.0,0.9159332700480358,0.9685385444180732,0.7579237460681979,0.6327080164462336,0.7692770334579802,1.0,0.8,0.8,1.0,0.6,0.6,2,1.5,1.5,,1.0,0.0,1.0,1.0,2,0,2.0
41,863,2012012180,3, 死飞 价格,5,TIMESTAMP=1513404491974	USER=2012012180	TASK=3	QUERY= 死飞 价格	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513404491974,1,255,2,6,0,433152.0,3,14,304,14,1,52,11,144,0,0,2,10,8,6,7,6,0.3296018199674907,0.4670333014211793,0.7036758034860263,0.3966416379707417,0.5285934918223377,0.7224051962857118,0.6666666666666666,0.8,0.8,0.6666666666666666,0.8,0.7,3,1.8,1.5, 死飞 清华,0.2857142857142857,0.42857142857142855,0.8,0.7,5,4,9.0
42,866,2012012180,3, 死飞 注意事项,4,TIMESTAMP=1513404898627	USER=2012012180	TASK=3	QUERY= 死飞 注意事项	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513404898627,1,255,3,8,1,250569.0,1,10,141,10,0,24,6,118,1,0,0,5,5,2,5,2,0.3439765968668957,0.3798061044360275,0.7140148719836575,0.4285714285714286,0.4409450372173209,0.7308749038750002,1.0,0.8,0.9,1.0,0.8,0.9,1,1.6,1.8, 死飞 价格,0.4444444444444444,0.3333333333333333,1.0,1.0,3,1,7.0
43,902,2012012180,4, 美国 行李托运,5,TIMESTAMP=1513407424672	USER=2012012180	TASK=4	QUERY= 美国 行李托运	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513407424672,1,263,1,8,0,109996.0,1,1,34,1,1,2,1,88,0,0,0,1,0,0,0,0,0.5806522815857433,0.4879922553019357,0.8076046927188058,0.23463936301137825,0.20803518926146267,0.6380498999885053,0.6666666666666666,0.4,0.7,0.6666666666666666,0.4,0.7,1,0.0,0.0,,1.0,0.0,0.0,0.0,1,0,3.0
44,904,2012012180,4, 美国 托运禁止物品,5,TIMESTAMP=1513407554555	USER=2012012180	TASK=4	QUERY= 美国 托运禁止物品	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513407554555,1,263,2,10,1,120679.0,1,1,20,1,0,2,1,0,1,0,0,1,1,1,1,0,0.7462155048864013,0.8165832016561192,0.9142374350212958,0.11613045631714865,0.4699499165624209,0.6337493566453319,1.0,1.0,0.9,0.6666666666666666,0.8,0.8,0,3.0,1.0, 美国 行李托运,0.36363636363636365,0.45454545454545453,1.0,1.0,0,0,0.0
45,870,2012012180,7, 戒烟 好处,5,TIMESTAMP=1513405306932	USER=2012012180	TASK=7	QUERY= 戒烟 好处	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513405306932,1,257,1,6,0,85532.0,1,3,63,3,1,8,3,87,0,0,0,3,3,3,3,3,1.0,1.0,0.9911670637725942,1.0,0.9250256699929476,0.9817674208534559,1.0,1.0,1.0,1.0,1.0,1.0,2,3.0,3.0,,1.0,0.0,1.0,1.0,2,0,2.0
