,id,studentID,task_id,query,score,content
75,116,2016310023,10,香港购买iphone是否需要缴纳关税,5,TIMESTAMP=1513050050595	USER=2016310023	TASK=10	QUERY=香港购买iphone是否需要缴纳关税	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
76,117,2016310023,8, 谷歌眼镜,5,TIMESTAMP=1513050407538	USER=2016310023	TASK=8	QUERY= 谷歌眼镜	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
77,118,2016310023,4, 国际航班行李须知,5,TIMESTAMP=1513050544749	USER=2016310023	TASK=4	QUERY= 国际航班行李须知	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
78,119,2016310023,12, 辽宁号,5,TIMESTAMP=1513050785772	USER=2016310023	TASK=12	QUERY= 辽宁号	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
79,120,2016310023,12,辽宁号,5,TIMESTAMP=1513050799449	USER=2016310023	TASK=12	QUERY=辽宁号	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
80,121,2016310023,12,百度百科,5,TIMESTAMP=1513050880850	USER=2016310023	TASK=12	QUERY=百度百科	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
83,147,1701110210,8, 谷歌眼镜 功能 使用方式 售价,4,TIMESTAMP=1513057131341	USER=1701110210	TASK=8	QUERY= 谷歌眼镜 功能 使用方式 售价	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
84,161,1701110210,12, 辽宁舰,2,TIMESTAMP=1513060718523	USER=1701110210	TASK=12	QUERY= 辽宁舰	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2
85,162,1701110210,12, 辽宁舰 互动百科,1,TIMESTAMP=1513060759866	USER=1701110210	TASK=12	QUERY= 辽宁舰 互动百科	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
86,163,1701110210,12, 中国辽宁舰 百科,1,TIMESTAMP=1513060804568	USER=1701110210	TASK=12	QUERY= 中国辽宁舰 百科	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
87,164,1701110210,12, 辽宁舰 百科,4,TIMESTAMP=1513060967063	USER=1701110210	TASK=12	QUERY= 辽宁舰 百科	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
88,165,1701110210,12, 辽宁舰  相对其他国家 优劣势,1,TIMESTAMP=1513061133994	USER=1701110210	TASK=12	QUERY= 辽宁舰  相对其他国家 优劣势	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
89,166,1701110210,12, 辽宁舰  其他国家 对比,4,TIMESTAMP=1513061188049	USER=1701110210	TASK=12	QUERY= 辽宁舰  其他国家 对比	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
90,167,1701110210,3, 死飞自行车 清华附近,3,TIMESTAMP=1513062141813	USER=1701110210	TASK=3	QUERY= 死飞自行车 清华附近	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
91,168,1701110210,3, 死飞自行车,2,TIMESTAMP=1513062180895	USER=1701110210	TASK=3	QUERY= 死飞自行车	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2
92,169,1701110210,3, 清华西门 死飞公园,2,TIMESTAMP=1513062328951	USER=1701110210	TASK=3	QUERY= 清华西门 死飞公园	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2
93,170,1701110210,3, 死飞 报价,2,TIMESTAMP=1513062472916	USER=1701110210	TASK=3	QUERY= 死飞 报价	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2
94,171,1701110210,3, 死飞实体店 中关村,2,TIMESTAMP=1513062518950	USER=1701110210	TASK=3	QUERY= 死飞实体店 中关村	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2
95,172,1701110210,2, 北京周边 短期游,4,TIMESTAMP=1513063113285	USER=1701110210	TASK=2	QUERY= 北京周边 短期游	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
96,173,1701110210,2, 北京周边 短期度假 攻略,4,TIMESTAMP=1513063216303	USER=1701110210	TASK=2	QUERY= 北京周边 短期度假 攻略	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
97,174,1701110210,2, 古北水镇 攻略,5,TIMESTAMP=1513063380190	USER=1701110210	TASK=2	QUERY= 古北水镇 攻略	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
98,175,1701110210,2, 黄花城水长城 攻略,5,TIMESTAMP=1513063467320	USER=1701110210	TASK=2	QUERY= 黄花城水长城 攻略	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
99,176,1701110210,2,张裕酒庄 攻略,5,TIMESTAMP=1513063507180	USER=1701110210	TASK=2	QUERY=张裕酒庄 攻略	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
100,177,1701110210,2,白洋淀 攻略,5,TIMESTAMP=1513063557169	USER=1701110210	TASK=2	QUERY=白洋淀 攻略	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
101,178,1701110210,7, 戒烟好处,5,TIMESTAMP=1513064561097	USER=1701110210	TASK=7	QUERY= 戒烟好处	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
102,179,1701110210,7, 戒烟副作用,5,TIMESTAMP=1513064601131	USER=1701110210	TASK=7	QUERY= 戒烟副作用	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
103,180,1701110210,7,有效的戒烟方式,5,TIMESTAMP=1513064652266	USER=1701110210	TASK=7	QUERY=有效的戒烟方式	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
104,181,1701110210,4, 国际航班 行李 规定,5,TIMESTAMP=1513065058237	USER=1701110210	TASK=4	QUERY= 国际航班 行李 规定	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
105,182,1701110210,4, 国际航班 行李 必须手提,4,TIMESTAMP=1513065196727	USER=1701110210	TASK=4	QUERY= 国际航班 行李 必须手提	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
106,183,1701110210,4, 国际航班 行李 必须托运,4,TIMESTAMP=1513065287254	USER=1701110210	TASK=4	QUERY= 国际航班 行李 必须托运	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
107,184,1701110210,4, 国际航班 行李 必须随身携带,5,TIMESTAMP=1513065341065	USER=1701110210	TASK=4	QUERY= 国际航班 行李 必须随身携带	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
108,187,1701110210,11, 清华大学游泳馆,1,TIMESTAMP=1513065863200	USER=1701110210	TASK=11	QUERY= 清华大学游泳馆	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
109,188,1701110210,11, 清华游泳馆,5,TIMESTAMP=1513065930389	USER=1701110210	TASK=11	QUERY= 清华游泳馆	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
110,189,1701110210,11, 清华游泳馆地址,5,TIMESTAMP=1513065975203	USER=1701110210	TASK=11	QUERY= 清华游泳馆地址	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
111,190,1701110210,10, 国内和香港的iphone6的售价,5,TIMESTAMP=1513066286770	USER=1701110210	TASK=10	QUERY= 国内和香港的iphone6的售价	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
112,191,1701110210,10,iphone6香港官网,2,TIMESTAMP=1513066356060	USER=1701110210	TASK=10	QUERY=iphone6香港官网	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2
113,192,1701110210,10,如何在香港购买iphone,5,TIMESTAMP=1513066411296	USER=1701110210	TASK=10	QUERY=如何在香港购买iphone	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
114,193,1701110210,10,把iphone带回国内是否需要缴纳关税,5,TIMESTAMP=1513066460657	USER=1701110210	TASK=10	QUERY=把iphone带回国内是否需要缴纳关税	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
115,194,1701110210,10,把iphone6带回国内是否需要缴纳关税,5,TIMESTAMP=1513066540137	USER=1701110210	TASK=10	QUERY=把iphone6带回国内是否需要缴纳关税	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
116,195,1701110210,10,港版iphone是否支持国内运营商网络,5,TIMESTAMP=1513066599596	USER=1701110210	TASK=10	QUERY=港版iphone是否支持国内运营商网络	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
117,196,1701110210,1, 十个新员工，近期需要进行新员工培训。请查找一个适合新员工培训时采用，大约十人参与的破冰游戏的玩法,5,TIMESTAMP=1513066938596	USER=1701110210	TASK=1	QUERY= 十个新员工，近期需要进行新员工培训。请查找一个适合新员工培训时采用，大约十人参与的破冰游戏的玩法	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
118,197,1701110210,1, 适合新员工培训时采用 大约十人参与的破冰游戏的玩法,5,TIMESTAMP=1513066992770	USER=1701110210	TASK=1	QUERY= 适合新员工培训时采用 大约十人参与的破冰游戏的玩法	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
119,200,2016210825,4, 国际航班 行李限制,4,TIMESTAMP=1513131227868	USER=2016210825	TASK=4	QUERY= 国际航班 行李限制	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
120,201,2016210825,4, 国际航班 托运行李 限制,2,TIMESTAMP=1513131264246	USER=2016210825	TASK=4	QUERY= 国际航班 托运行李 限制	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2
121,202,2016210825,4, 国际航班 必须托运行李,1,TIMESTAMP=1513131348909	USER=2016210825	TASK=4	QUERY= 国际航班 必须托运行李	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
122,203,2016210825,3, 清华附近 死飞,1,TIMESTAMP=1513131614227	USER=2016210825	TASK=3	QUERY= 清华附近 死飞	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
123,204,2016210825,3, 清华 死飞 购买,3,TIMESTAMP=1513131827279	USER=2016210825	TASK=3	QUERY= 清华 死飞 购买	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
124,205,2016210825,3,清华西门 死飞,2,TIMESTAMP=1513131883150	USER=2016210825	TASK=3	QUERY=清华西门 死飞	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2
125,206,2016210825,3,清华 死飞专卖店,3,TIMESTAMP=1513131913776	USER=2016210825	TASK=3	QUERY=清华 死飞专卖店	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
126,207,2016210825,7, 戒烟 好处 副作用,4,TIMESTAMP=1513132319838	USER=2016210825	TASK=7	QUERY= 戒烟 好处 副作用	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
127,208,2016210825,1,培训 破冰游戏,3,TIMESTAMP=1513132688538	USER=2016210825	TASK=1	QUERY=培训 破冰游戏	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
128,209,2016210825,1,团队 破冰游戏,5,TIMESTAMP=1513132808274	USER=2016210825	TASK=1	QUERY=团队 破冰游戏	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
129,210,2016210825,11, 清华 游泳馆,5,TIMESTAMP=1513132997742	USER=2016210825	TASK=11	QUERY= 清华 游泳馆	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
130,211,2016210825,11, 清华 陈明游泳馆 票价,5,TIMESTAMP=1513133122303	USER=2016210825	TASK=11	QUERY= 清华 陈明游泳馆 票价	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
131,212,2016210825,12, 辽宁舰,2,TIMESTAMP=1513133716791	USER=2016210825	TASK=12	QUERY= 辽宁舰	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2
132,213,2016210825,12, 辽宁舰 基本信息,1,TIMESTAMP=1513133778746	USER=2016210825	TASK=12	QUERY= 辽宁舰 基本信息	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
133,214,2016210825,12, 辽宁舰 数据,2,TIMESTAMP=1513133852167	USER=2016210825	TASK=12	QUERY= 辽宁舰 数据	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2
134,215,2016210825,12, 辽宁号 信息,2,TIMESTAMP=1513133992709	USER=2016210825	TASK=12	QUERY= 辽宁号 信息	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2
135,216,2016210825,12, 辽宁号,5,TIMESTAMP=1513134165014	USER=2016210825	TASK=12	QUERY= 辽宁号	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
