,Unnamed: 0,segment_id,session_id,topic_id,query,query_order,segment_starttime,session_end_time,num_click_doc,num_relevant_doc,num_key_doc,total_dwell_time,ave_click_rank,click_depth,num_of_click3,num_of_click5,num_of_click10,segment_endtime,session_end,query_dwell_time,search_engine_dwell_time,ave_dwell_time,click_precision,time_to_first_last_click,query_len,reciporal_rank,time_first_click,ratio_first_click,average_relevance_score,irrelevant_docs_30num,last_query,new_unique_query_terms_num,query_similarity,average_content_page_dwell_time1_3,average_content_page_dwell_time1_5,average_content_page_dwell_time6_10,dcg3,dcg5,dcg10,ndcg3,ndcg5,ndcg10,precision3,precision5,precision10
10,10,11,3,6,heart attack causes nhs,2,62.943893,106.668248,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,106.668248,1,43.724355,43.724355,0.0,0.0,0.0,23,11,,1.0,0.0,0,heart attack causes,0.25,0.75,,,,2.1309297535714573,2.948459118879392,4.210226004755012,1.0,1.0,0.9895948844467957,1.0,1.0,0.9
11,11,12,4,6,heart attack details,1,49.70776,172.71947,1,1,0,13.610737,1.0,1.0,1.0,1.0,0.0,94.756618,0,45.048858,31.438121000000002,13.610737,1.0,13.610737,20,11,81.145881,1.801286083656105,1.0,0,,1.0,0.0,13.610737,13.610737,,2.1309297535714573,2.1309297535714573,2.1309297535714573,1.0,1.0,1.0,1.0,0.6,0.3
12,12,13,4,6,heart attack,2,94.756618,172.71947,2,2,0,36.76721900000001,3.0,4.0,1.0,2.0,0.0,172.71947,1,77.962852,41.195633,18.383609500000006,1.0,36.76721900000001,12,11,107.049923,1.3730888526243243,1.0,0,heart attack details,0.0,0.6666666666666666,8.43351200000001,18.383609500000006,,1.1309297535714573,1.948459118879392,3.254494511770458,0.5307212739772434,0.6608397947263839,0.8232006379497264,0.6666666666666666,0.8,0.8
13,13,14,5,6,heart attack,1,101.870654,396.198019,3,3,0,56.179110000000016,4.0,6.0,1.0,2.0,1.0,272.456836,0,170.586182,114.407072,18.726370000000006,1.0,56.179110000000016,12,11,112.30206,0.6583303447169009,1.0,0,,1.0,0.0,17.891933000000012,15.456407000000004,25.26629600000001,1.1309297535714573,1.948459118879392,3.254494511770458,0.5307212739772434,0.6608397947263839,0.8232006379497264,0.6666666666666666,0.8,0.8
14,14,15,5,6,heart attack treatment,2,272.456836,396.198019,1,1,0,95.41540599999996,1.0,1.0,1.0,1.0,0.0,396.198019,1,123.74118299999998,28.32577700000001,95.41540599999996,1.0,95.41540599999996,22,11,300.782613,2.430739756221662,1.0,0,heart attack,0.3333333333333333,0.6666666666666666,95.41540599999996,95.41540599999996,,2.1309297535714573,2.948459118879392,4.543559338088345,1.0,1.0,1.0,1.0,1.0,1.0
15,15,16,6,8,long-term care insurance,1,26.605199,593.71443,3,1,0,162.75231599999995,3.5,5.0,1.0,3.0,0.0,217.806032,0,191.200833,28.44851700000001,54.25077199999999,0.3333333333333333,162.75231599999995,24,11,33.721207,0.17636537702741076,0.25,2,,1.0,0.0,15.343657,54.25077200000001,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1
16,16,17,6,8,long term care insurance,2,217.806032,593.71443,1,0,0,54.19972899999999,4.0,4.0,0.0,1.0,0.0,317.060624,0,99.25459200000005,45.05486300000004,54.19972899999999,0.0,54.19972899999999,24,11,262.860895,2.648349962488385,0.0,1,long-term care insurance,0.4,0.4,,54.19972899999999,,1.0,1.0,1.5900948219818691,0.46927872602275655,0.46927872602275655,0.7461976723150334,0.3333333333333333,0.2,0.3
17,17,18,6,8,long term care insurance uk,3,317.060624,593.71443,2,0,0,96.807817,3.5,6.0,1.0,1.0,1.0,489.276841,0,172.21621699999997,75.40839999999997,48.4039085,0.0,96.807817,27,11,375.446251,2.180086507184164,0.0,2,long term care insurance,0.2,0.8,52.2815,52.2815,44.52631700000001,0.0,0.38685280723454163,0.7023176840202703,0.0,0.23719771276929624,0.430624116386567,0.0,0.2,0.2
18,18,19,6,8,long term care insurance uk \u00a3,4,489.276841,593.71443,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,520.339976,0,31.063134999999992,31.063134999999992,0.0,0.0,0.0,34,11,,1.0,0.0,0,long term care insurance uk,0.16666666666666666,0.8333333333333334,,,,0.5,0.8868528072345416,1.1759176335524295,0.23463936301137828,0.416181155548731,0.5518331289811788,0.3333333333333333,0.4,0.3
19,19,20,6,8,"long term care insurance ""united kingdom"" OR britain OR england",5,520.339976,593.71443,1,0,0,20.884612999999945,3.0,3.0,1.0,1.0,0.0,593.71443,1,73.37445400000001,52.48984100000007,20.884612999999945,0.0,20.884612999999945,63,11,572.829817,7.806938052309049,0.0,0,long term care insurance uk \u00a3,0.4545454545454545,0.3636363636363637,20.884612999999945,20.884612999999945,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,21,7,8,long-term care insurance,1,18.736676,211.09093700000003,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,24.513264000000003,0,5.7765879999999985,5.7765879999999985,0.0,0.0,0.0,24,11,,1.0,0.0,0,,1.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1
21,21,22,7,8,long-term care insurance wiki,2,24.513264000000003,211.09093700000003,1,1,0,13.656458,1.0,1.0,1.0,1.0,0.0,78.270609,0,53.757344999999994,40.10088699999999,13.656458,1.0,13.656458,29,11,47.487006,0.8833584694333398,1.0,0,long-term care insurance,0.25,0.75,13.656457999999999,13.656457999999999,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.125
22,22,23,7,8,define: long-term care insurance,3,78.270609,211.09093700000003,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,92.120009,0,13.849400000000005,13.849400000000005,0.0,0.0,0.0,32,11,,1.0,0.0,0,long-term care insurance wiki,0.2,0.6,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.125
23,23,24,7,8,"define: ""long-term care insurance""",4,92.120009,211.09093700000003,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,103.9262,0,11.806190999999998,11.806190999999998,0.0,0.0,0.0,34,11,,1.0,0.0,0,define: long-term care insurance,0.3333333333333333,0.3333333333333333,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.125
24,24,25,7,8,long-term care insurance review,5,103.9262,211.09093700000003,1,0,0,26.96264000000001,1.0,1.0,1.0,1.0,0.0,150.765497,0,46.839297000000016,19.87665700000001,26.96264000000001,0.0,26.96264000000001,31,11,123.802857,2.6431408011952007,0.0,0,"define: ""long-term care insurance""",0.42857142857142855,0.14285714285714285,26.96264000000001,26.96264000000001,,0.6309297535714574,0.6309297535714574,0.6309297535714574,0.6309297535714574,0.6309297535714574,0.6309297535714574,0.3333333333333333,0.2,0.1111111111111111
25,25,26,7,8,long-term care insurance comparisons -job,6,150.765497,211.09093700000003,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,189.801458,0,39.03596099999999,39.03596099999999,0.0,0.0,0.0,41,11,,1.0,0.0,0,long-term care insurance review,0.3333333333333333,0.5,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1111111111111111
26,26,27,7,8,long-term care vs life insurance,7,189.801458,211.09093700000003,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,211.09093700000003,1,21.289479,21.289479,0.0,0.0,0.0,32,11,,1.0,0.0,0,long-term care insurance comparisons -job,0.2857142857142857,0.42857142857142855,,,,0.0,0.43067655807339306,0.43067655807339306,0.0,0.43067655807339306,0.43067655807339306,0.0,0.2,0.125
27,27,28,8,11,us coinds,1,28.09057,116.292795,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,51.973476,0,23.882906,23.882906,0.0,0.0,0.0,9,11,,1.0,0.0,0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,29,8,11,us coins,2,51.973476,116.292795,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,61.585419,0,9.611943000000004,9.611943000000004,0.0,0.0,0.0,8,11,,1.0,0.0,0,us coinds,0.3333333333333333,0.3333333333333333,,,,2.1309297535714573,2.517782560805999,2.8739897479140213,1.0,0.8539316501572936,0.9747429528567877,1.0,0.8,0.5
29,29,30,8,11,us coins wiki,3,61.585419,116.292795,2,2,0,16.781964000000002,13.5,17.0,0.0,0.0,1.0,116.292795,1,54.707376,37.925412,8.390982000000001,1.0,16.781964000000002,13,11,99.510831,1.8189655266960711,1.0,0,us coins,0.3333333333333333,0.6666666666666666,,,7.032549000000002,0.0,0.8175293653079347,1.4220590684115513,0.0,0.2772734273550483,0.35969946425927446,0.0,0.4,0.4
30,30,31,9,11,old us coins,1,37.628318,458.023971,3,0,0,141.393126,2.6666666666666665,4.0,2.0,3.0,0.0,310.98016,0,273.35184200000003,131.95871600000004,47.131042,0.0,141.393126,12,11,130.840147,0.4786510529532118,0.0,3,,1.0,0.0,36.00247449999999,47.131042,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,32,9,11,collecting old us coins,2,310.98016,458.023971,1,0,0,35.79592400000001,9.0,9.0,0.0,0.0,1.0,414.644282,0,103.66412199999996,67.86819799999995,35.79592400000001,0.0,35.79592400000001,23,11,366.832017,3.5386593733943954,0.0,1,old us coins,0.25,0.75,,,35.79592400000001,0.0,0.0,0.6045297031036165,0.0,0.0,0.3706656904013185,0.0,0.0,0.2
32,32,33,9,11,selling old us coins,3,414.644282,458.023971,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,458.023971,1,43.37968900000004,43.37968900000004,0.0,0.0,0.0,20,11,,1.0,0.0,0,collecting old us coins,0.2,0.6,,,,0.0,0.43067655807339306,1.020771380055262,0.0,0.20210734650054762,0.4790262927928244,0.0,0.2,0.3
33,33,34,10,12,quit smoking,1,8.30123,78.226578,4,3,0,49.70770699999999,3.75,6.0,2.0,3.0,1.0,78.226578,1,69.925348,20.217641000000008,12.426926749999998,0.75,49.70770699999999,12,11,12.984659,0.18569316237081868,0.75,0,,1.0,0.0,17.8815435,14.741216666666665,5.484057,1.6309297535714573,2.448459118879392,3.7544945117704573,0.7653606369886218,0.8304198973631919,0.9496719893335548,0.6666666666666666,0.8,0.8
34,34,35,11,12,how to quit smoking,1,49.611833,597.370997,2,3,0,52.97669299999998,1.3333333333333333,2.0,2.0,2.0,0.0,323.371426,0,273.759593,220.7829,26.48834649999999,1.5,52.97669299999998,19,11,167.84126,0.6130972732707124,1.0,0,,1.0,0.0,26.48834649999999,26.48834649999999,,2.1309297535714573,2.56160631164485,3.2332783755386014,1.0,0.8687949224876582,0.9783978399515039,1.0,0.8,0.6666666666666666
35,35,36,11,12,quiting smoking side effecs,2,323.371426,597.370997,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,343.198709,0,19.827283000000023,19.827283000000023,0.0,0.0,0.0,27,11,,1.0,0.0,0,how to quit smoking,0.42857142857142855,0.14285714285714285,,,,0.5,1.3175293653079347,2.912629584516888,0.23463936301137828,0.4468535299918564,0.73672839926874,0.3333333333333333,0.6,0.8
36,36,37,11,12,quiting smoking side effects,3,343.198709,597.370997,5,3,0,101.60511799999996,3.6666666666666665,6.0,3.0,4.0,1.0,539.2772669999998,0,196.07855800000004,94.4734400000001,20.32102359999999,0.6,101.60511799999996,28,11,375.225533,1.9136489824654863,0.5,0,quiting smoking side effecs,0.2,0.6,22.95192766666666,20.218867249999988,20.729648999999995,0.5,0.8868528072345416,2.1486196931101613,0.23463936301137828,0.3007851801491499,0.6501775048262147,0.3333333333333333,0.4,0.6
37,37,38,11,12,quiting smoking using hypnosis,4,539.2772669999998,597.370997,1,1,0,9.646838000000002,1.0,1.0,1.0,1.0,0.0,597.370997,1,58.09372999999993,48.446891999999934,9.646838000000002,1.0,9.646838000000002,30,11,565.837965,9.74008666683996,1.0,0,quiting smoking side effects,0.3333333333333333,0.3333333333333333,9.646838000000002,9.646838000000002,,2.1309297535714573,2.948459118879392,4.543559338088345,1.0,1.0,1.0,1.0,1.0,1.0
38,38,39,12,13,wiki kansas city tourism,1,11.857361,387.72487,3,1,0,37.47463800000001,4.333333333333333,7.0,1.0,2.0,1.0,84.06734,0,72.209979,34.735341,12.491546000000001,0.3333333333333333,37.47463800000001,24,11,36.41205,0.5042523277842249,0.3333333333333333,0,,1.0,0.0,11.04708,8.635260000000002,20.204117999999998,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1
39,39,40,12,13,kansas city hotels airport,2,84.06734,387.72487,1,0,0,2.718466000000036,2.0,2.0,1.0,1.0,0.0,387.72487,1,303.65753,300.9390640000001,2.718466000000036,0.0,2.718466000000036,26,11,369.953443,1.2183246139162098,0.0,0,wiki kansas city tourism,0.3333333333333333,0.3333333333333333,2.7184660000000354,2.7184660000000354,,0.0,0.8175293653079347,0.8175293653079347,0.0,0.5012658353418872,0.5012658353418872,0.0,0.4,0.2
40,40,41,13,13,kansas city MO,1,21.413963,566.7444320000002,1,0,0,12.634419,7.0,7.0,0.0,0.0,1.0,49.48695900000001,0,28.072996000000003,15.438576999999999,12.634419,0.0,12.634419,14,11,36.85254000000001,1.3127398301200202,0.0,0,,1.0,0.0,,,12.634419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,41,42,13,13,kansas city airport hotels,2,49.48695900000001,566.7444320000002,4,1,0,55.272711,3.25,6.0,2.0,3.0,1.0,157.91896200000005,0,108.432003,53.15929200000001,13.818177749999995,0.25,55.272711,26,11,79.268663,0.7310449019372999,0.25,0,kansas city MO,0.4,0.4,15.420136499999998,13.066434333333328,16.073407999999997,0.0,0.8175293653079347,0.8175293653079347,0.0,0.5012658353418872,0.5012658353418872,0.0,0.4,0.2
42,42,43,13,13,kansas city casino,3,157.91896200000005,566.7444320000002,2,2,0,28.31373,2.0,3.0,2.0,2.0,0.0,278.649541,0,120.730579,92.416849,14.156864999999994,1.0,28.31373,18,11,177.872191,1.4732985832860122,1.0,0,kansas city airport hotels,0.2,0.4,14.156864999999994,14.156864999999994,,1.5,2.3175293653079345,2.9628013787338445,0.7039180890341348,0.7860137352654725,0.8965508479224735,0.6666666666666666,0.8,0.6
43,43,44,13,13,kansas city zoo,4,278.649541,566.7444320000002,1,1,1,10.809034999999994,1.0,1.0,1.0,1.0,0.0,354.008767,0,75.35922599999998,64.55019099999998,10.809034999999994,1.0,10.809034999999994,15,11,320.005153,4.246396492978843,4.0,0,kansas city casino,0.25,0.5,10.809034999999994,10.809034999999994,,24.96394630357186,31.8109474819073,32.716507180674895,0.7810032611893802,0.9703940055421654,0.9683313014060723,1.0,1.0,0.8
44,44,45,13,13,kansas city state parks,5,354.008767,566.7444320000002,1,1,0,14.803929999999983,16.0,16.0,0.0,0.0,0.0,438.405979,0,84.39721200000002,69.59328200000004,14.803929999999983,1.0,14.803929999999983,23,11,397.955953,4.715273687002835,1.0,0,kansas city zoo,0.4,0.4,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,45,46,13,13,kansas city wikipedia,6,438.405979,566.7444320000002,1,1,0,13.229882999999974,2.0,2.0,1.0,1.0,0.0,494.521612,0,56.115633,42.88575000000003,13.229882999999974,1.0,13.229882999999974,21,11,469.745983,8.37103598207651,1.0,0,kansas city state parks,0.2,0.4,13.229882999999974,13.229882999999974,,0.6309297535714574,0.6309297535714574,0.6309297535714574,0.6309297535714574,0.6309297535714574,0.6309297535714574,0.3333333333333333,0.2,0.1
46,46,47,13,13,kansas city history,7,494.521612,566.7444320000002,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,566.7444320000002,1,72.22281999999996,72.22281999999996,0.0,0.0,0.0,19,11,,1.0,0.0,0,kansas city wikipedia,0.25,0.5,,,,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.1
47,47,48,14,14,uk road trip idead,1,7.687042999999999,623.2034980000002,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,10.21459,0,2.527547,2.527547,0.0,0.0,0.0,18,11,,1.0,0.0,0,,1.0,0.0,,,,0.0,0.0,-0.23659865758929652,0.0,0.0,1.0913291693220692,0.0,0.0,0.0
48,48,49,14,14,uk road trip ideas,2,10.21459,623.2034980000002,3,1,0,69.12210599999997,6.333333333333332,9.0,0.0,1.0,2.0,412.184458,0,401.969868,332.8477620000001,23.04070199999999,0.3333333333333333,69.12210599999997,18,11,301.117001,0.749103415383364,0.3333333333333333,0,uk road trip idead,0.2,0.6,,43.81647599999997,12.652815000000004,0.0,0.43067655807339306,0.43067655807339306,0.0,0.43067655807339306,0.43067655807339306,0.0,0.2,0.1
49,49,50,14,14,what to take on a road trip,3,412.184458,623.2034980000002,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,623.2034980000002,1,211.01904,211.01904,0.0,0.0,0.0,27,11,,1.0,0.0,0,uk road trip ideas,0.5555555555555556,0.2222222222222222,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,50,51,15,14,road trip FAQ,1,21.599281,53.831515,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,53.831515,1,32.232234000000005,32.232234000000005,0.0,0.0,0.0,13,11,,1.0,0.0,0,,1.0,0.0,,,,0.0,-0.2901396054259062,-0.0010747791080183977,0.0,-0.2901396054259062,-0.001372289598952735,0.0,0.0,0.1
51,51,52,16,15,further education for high school teacher online funding,1,39.940014,219.319305,1,0,0,8.017324000000002,4.0,4.0,0.0,1.0,0.0,219.319305,1,179.37929100000005,171.36196700000005,8.017324000000002,0.0,8.017324000000002,56,11,167.33041699999995,0.9328301838365501,0.0,0,,1.0,0.0,,8.017324000000002,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,52,53,17,16,jp morgan data centers,1,86.063273,564.943442,2,0,0,143.143816,13.333333333333336,19.0,1.0,1.0,0.0,354.39474,0,268.33146700000003,125.18765100000005,71.571908,0.0,143.143816,22,11,125.685857,0.4683977559739573,0.0,2,,1.0,0.0,48.56179,48.56179,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,53,54,17,16,jp morgan data,2,354.39474,564.943442,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,395.852541,0,41.45780099999996,41.45780099999996,0.0,0.0,0.0,14,11,,1.0,0.0,0,jp morgan data centers,0.0,0.75,,,,0.0,0.43067655807339306,0.43067655807339306,0.0,0.43067655807339306,0.43067655807339306,0.0,0.2,0.1
54,54,55,17,16,jp morgan data centers investment,3,395.852541,564.943442,2,0,0,61.244057,2.0,3.0,2.0,2.0,0.0,485.865991,0,90.01345000000003,28.769393000000036,30.6220285,0.0,61.244057,33,11,424.621934,4.717316512143461,0.0,1,jp morgan data,0.4,0.6,30.6220285,30.6220285,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,55,56,17,16,jp morgan largest data center,4,485.865991,564.943442,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,564.943442,1,79.077451,79.077451,0.0,0.0,0.0,29,11,,1.0,0.0,0,jp morgan data centers investment,0.2857142857142857,0.42857142857142855,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,56,57,18,16,JP Morgan Chase data centers,1,33.10843,477.52064800000005,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,49.191791,0,16.083361000000004,16.083361000000004,0.0,0.0,0.0,28,11,,1.0,0.0,0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,57,58,18,16,"JP Morgan Chase ""data centers""",2,49.191791,477.52064800000005,1,0,0,41.72644200000001,4.0,4.0,0.0,1.0,0.0,115.348116,0,66.15632500000001,24.429883000000004,41.72644200000001,0.0,41.72644200000001,30,11,73.621674,1.1128440704649176,0.0,1,JP Morgan Chase data centers,0.2857142857142857,0.42857142857142855,,41.72644200000001,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,58,59,18,16,"location ""JP Morgan Chase"" ""data centers""",3,115.348116,477.52064800000005,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,187.497275,0,72.149159,72.149159,0.0,0.0,0.0,41,11,,1.0,0.0,0,"JP Morgan Chase ""data centers""",0.375,0.375,,,,0.0,0.0,0.2890648263178878,0.0,0.0,0.2890648263178878,0.0,0.0,0.1
59,59,60,18,16,"location ""JP Morgan Chase"" +""data centers""",4,187.497275,477.52064800000005,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,226.200235,0,38.70295999999999,38.70295999999999,0.0,0.0,0.0,42,11,,1.0,0.0,0,"location ""JP Morgan Chase"" ""data centers""",0.14285714285714285,0.7142857142857143,,,,0.0,0.0,0.2890648263178878,0.0,0.0,0.2890648263178878,0.0,0.0,0.1
60,60,61,18,16,"location ""JP Morgan Chase"" + center",5,226.200235,477.52064800000005,1,0,0,33.89563400000004,3.0,3.0,1.0,1.0,0.0,299.332015,0,73.13178000000002,39.23614599999999,33.89563400000004,0.0,33.89563400000004,35,11,265.436381,3.629562701741978,0.0,1,"location ""JP Morgan Chase"" +""data centers""",0.25,0.5,33.89563400000004,33.89563400000004,,0.0,0.0,0.30102999566398114,0.0,0.0,0.30102999566398114,0.0,0.0,0.1
61,61,62,18,16,JP Morgan Chase overview,6,299.332015,477.52064800000005,1,0,0,51.45325700000001,2.0,2.0,1.0,1.0,0.0,370.134931,0,70.80291599999998,19.349658999999974,51.45325700000001,0.0,51.45325700000001,24,11,318.6816740000001,4.500968208710502,0.0,1,"location ""JP Morgan Chase"" + center",0.3333333333333333,0.1111111111111111,51.45325700000001,51.45325700000001,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,62,63,18,16,JP Morgan Chase annual report,7,370.134931,477.52064800000005,1,0,0,64.17925600000001,1.0,1.0,1.0,1.0,0.0,463.981305,0,93.84637400000004,29.66711800000001,64.17925600000001,0.0,64.17925600000001,29,11,399.802049,4.260175774079453,0.0,1,JP Morgan Chase overview,0.3333333333333333,0.5,64.17925600000001,64.17925600000001,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,63,64,18,16,"""data centers""",8,463.981305,477.52064800000005,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,477.52064800000005,1,13.539342999999974,13.539342999999974,0.0,0.0,0.0,14,11,,1.0,0.0,0,JP Morgan Chase annual report,0.2857142857142857,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,64,65,19,16,JP Morgan Chase data centres,1,54.908122,402.155995,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,135.75030900000002,0,80.842187,80.842187,0.0,0.0,0.0,28,11,,1.0,0.0,0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
